Travel destination,Summary
Trabzon,"Trabzon has several museums including the Trabzon Museum housed in the Kostaki Mansion, the City Museum which displays Trabzon's history, the History Museum which focuses on the Ottoman and Republican periods, and the Trabzon Ataturk House Museum. There is also the Şamil Ekinci Museum and the Silk Road Museum."
Traverse City,"Traverse City offers the Dennos Museum Center, featuring visual arts, sciences, and performing arts, along with a sculpture court, Discovery Gallery, and Inuit art. The Music House Museum displays a collection of antique musical instruments and music-making machines."
Trieste,"Trieste offers several museums, including Museo Revoltella with 19th-century, modern, and contemporary art, Museo di Storia Naturale with zoological, botanical, geological, and mineralogical collections, and Museo Sartorio with art collections donated by the Sartorio family. The city also features unique museums like the Museo della Bora dedicated to the wind and Museo della Risiera di San Sabba, a national monument and former Nazi extermination camp."
Tromsø,"Tromsø offers several museums, including the Tromsø Museum (University Museum) with Sami exhibits, an Archaeological Exhibit, Religious art, and a Northern Lights machine; the Polar Museum displaying Arctic hunting and expeditions; and the Perspektivet Museum with temporary exhibits on the North. Additionally, there is the Northern Norwegian Art Museum featuring art from Northern Norway and temporary exhibits, the Tromsø War Museum in a wartime German bunker, and the Troll Museum showcasing Norwegian folklore traditions with augmented reality."
Trondheim,"Trondheim offers museums such as the Ringve Music Museum, Sverresborg Trøndelag Folk Museum, Vitensentret (Trondheim Science Center), and the Trondheim Tramway Museum. The Archbishop's Palace is located next door to the Nidaros Cathedral."
Trujillo (Peru),"Trujillo is near several archaeological sites, including Huacas del Sol y de la Luna and El Brujo Archaeological Site, and has museums such as the Huacas de Moche Archaeological Site Museum and Museo Cassinelli which has a private collection of Moche ceramics. The city's Colonial Center also features historical buildings like the Trujillo Cathedral Basilica."
Tucson,"Tucson offers a variety of museums including the Pima Air & Space Museum with over 400 historic aircraft, the Tucson Museum of Art with regional contemporary art and Latin American collections, and the Arizona-Sonora Desert Museum, which combines zoo, natural history museum, and botanical garden elements. Other notable museums include the University of Arizona Museum of Art, the Museum of Contemporary Art Tucson (MOCA), and the Center for Creative Photography founded by Ansel Adams."
Tulsa,"Tulsa is known as the arts and culture center of Oklahoma and contains two world-renowned art museums, the Philbrook Museum of Art and the Gilcrease Museum of Art. The city also houses the Greenwood Cultural Center, Oklahoma Jazz Hall of Fame, Sherwin Miller Museum of Jewish Art, Tulsa Air and Space Museum, and Woody Guthrie Center."
Tunis,"Tunis offers the Bardo Museum, known for its extensive collection of Roman mosaics, and the Dar Ben Abdallah Museum, a folk museum within an 18th-century palace with exhibits covering the everyday life of a rich merchant in the Ottoman era. The Bardo Museum's collection covers Tunisia's entire existence from the prehistoric era until the Ottoman days with exhibits from Carthage, Mahdia, and Sousse."
Turin,"Turin offers museum enthusiasts a wealth of options, including the Museo Egizio (Egyptian Museum), Museo Nazionale del Risorgimento Italiano (National Museum of the Italian Risorgimento), National Cinema Museum, and Museo Nazionale dell'Automobile (National Automobile Museum). The Torino+Piemonte Card provides access to many of the city's museums and attractions."
Turku,"Turku is home to a variety of museums, such as Aboa Vetus & Ars Nova, which combines history and contemporary art; Luostarinmäki Handicrafts Museum, an outdoor museum with workshops; and Turku Art Museum, which presents Finnish and international art. The Museokortti card gives free entrance to most museums in the city."
Udaipur,"Udaipur has museums in the City Palace, Bagore-ki-Haveli, and Saheliyon ki Badi. The City Palace museum displays Rajasthani, Mughal, Medieval, European, and Chinese architecture, while Bagore-ki-Haveli has costumes and modern art."
Ufa,"Ufa offers the Bashkortostan National Museum, which features exhibits on history, archeology, nature, and ethnography, including a model of Kapova Cave with rock paintings. There is also the Aksakov House Museum and Tyulkin House Museum."
Ulaanbaatar,"Ulaanbaatar has museums such as the Chinggis Khaan National Museum, National Museum of Mongolia, Mongolian Natural History Museum, Fine Arts Zanabazar Museum, and the Choijin Lama Monastery. Many museums have separate camera/video fees in addition to the entrance fee."
Umeå,"Umeå offers several museums including Bildmuseet, an art museum at Umeå University, Guitars – The Museum with a large collection of guitars, and Gammlia, an open-air cultural showcase centered around the Västerbottens Museum. There is also a forestry museum in nearby Lycksele."
Urumqi,"Urumqi offers the Xinjiang Uyghur Autonomous Region Museum, which provides an introduction to the history and minorities of Xinjiang, including mummy exhibits and other artifacts. The museum is closed on Mondays and has different hours depending on the time of year."
Vaasa,"Vaasa offers several museums including the Kuntsi Museum of Modern Art, Vaasa Maritime Museum, Ostrobothnian Museum and Terranova Kvarken Nature Centre, and the Tikanoja Art Museum, in addition to open-air museums like Brage and Stundars. The city also features the Vaasa City Library, which has cultural history and provides international papers."
Vadodara,"Vadodara offers several museums including the Baroda Museum & Picture Gallery which displays Indian musical instruments, Mughal miniatures, sculptures, textiles, and objects from Japan, Tibet, Nepal, and Egypt, as well as the Fateh Singh Museum which houses art works collected and commissioned by Maharaja Sayajirao. The Laxmi Vilas Palace also includes a museum containing portraits of the Royal family and original paintings by Raja Ravi Varma."
Valencia,"Valencia offers a variety of museums, including the Museu de les Ciències Príncipe Felipe, Museu Nacional de Ceràmica, Museu d'Història de València, and Museu de Belles Arts de València. Other unique museums include Museu Valencià d'Etnologia, Museu dels Soldadets de Plom L'Iber, and Museo de l'Arròs."
Van,"Van offers museum enthusiasts the Van Museum, which includes relics and archaeological items from the different people who lived in the area throughout history, with an emphasis on the Urartians, plus a large section devoted to woven works typical of the region. Additionally, the area has a history as the center of the kingdom of Urartu, offering historical context."
Vancouver,"Vancouver has the Museum of Anthropology at the University of British Columbia, the Vancouver Art Gallery in the central business district, the BC Sports Hall of Fame and Museum in Yaletown, and the Vancouver Maritime Museum, Museum of Vancouver, and H.R. Macmillan Space Centre in Kitsilano. The Central Library location of the Vancouver Public Library is modelled after the Roman Colosseum."
Varadero,"While Varadero is known for its beaches and resort atmosphere, it also features the Cuevas de la Bellamar, the oldest tourist attraction in Cuba with extensive caves, and the Cueva de Ambrosio, a multi-room cave with ancient drawings. Villa Du Pont also offers a glimpse into the past with its preserved architecture and decor."
Varanasi,"The Ramnagar Fort, built in 1750, is now a museum with a collection of ancient weapons and other artifacts. The Man Mahal houses a Virtual Experiential Museum showing a series of light and sound shows."
Varna,"Varna offers several museums, including the Archaeological Museum with artifacts from the Varna Necropolis, the Ethnographic Museum showcasing local culture, and the Naval Museum with exhibits on maritime history. There is also the Vladislav Varnenchik Park-Museum featuring armor, weapons, and historical artifacts from the era of King Władysław III of Varna."
