Query,City,Relevance Score
Top cities for local honey production,Kefalonia,3
Top cities for local honey production,Chengdu,0
Top cities for local honey production,Trieste,2
Top cities for local honey production,Aqaba,0
Top cities for local honey production,Wroc艂aw,0
Top cities for local honey production,Mendoza,0
Top cities for local honey production,Gaborone,0
Top cities for local honey production,Alexandria,0
Top cities for local honey production,Udaipur,0
Top cities for local honey production,Saint Thomas,0
Top cities for local honey production,Yerevan,0
Top cities for local honey production,Marrakech,0
Top cities for local honey production,Brazzaville,0
Top cities for local honey production,Arequipa,0
Top cities for local honey production,Hamburg,1
Top cities for local honey production,Malmo虉,0
Top cities for local honey production,Leipzig,0
Top cities for local honey production,St. George (Utah),0
Top cities for local honey production,Bucharest,0
Top cities for local honey production,Anchorage,0
Top cities for local honey production,Kumamoto,0
Top cities for local honey production,Ulaanbaatar,0
Top cities for local honey production,Kigali,3
Top cities for local honey production,Basra,0
Top cities for local honey production,Springfield (Missouri),0
Top cities for local honey production,Grand Cayman,0
Top cities for local honey production,Belgrade,1
Top cities for local honey production,Antalya,0
Top cities for local honey production,Aguascalientes,0
Top cities for local honey production,Khajuraho,0
Top cities for local honey production,Rajkot,0
Top cities for local honey production,Windsor (Ontario),0
Top cities for local honey production,Skopje,1
Top cities for local honey production,Fort Myers,0
Top cities for local honey production,Wellington,0
Top cities for local honey production,Corpus Christi,0
Top cities for local honey production,Cebu City,0
Top cities for local honey production,Montpellier,0
Top cities for local honey production,Jinan,0
Top cities for local honey production,Newcastle upon Tyne,1
Top cities for local honey production,Saskatoon,1
Top cities for local honey production,Managua,0
Top cities for local honey production,Sharjah,0
Top cities for local honey production,Key West,0
Top cities for local honey production,Yellowknife,0
Top cities for local honey production,Nagpur,1
Top cities for local honey production,Puerto Maldonado,0
Top cities for local honey production,Hangzhou,0
Top cities for local honey production,Bozeman,0
Top cities for local honey production,Hurghada,0
Top cities for local honey production,Istanbul,0
Top cities for local honey production,Varna,0
Top cities for local honey production,Leh,0
Top cities for local honey production,Kyoto,0
Top cities for local honey production,Curitiba,0
Top cities for local honey production,Surat Thani,0
Top cities for local honey production,Marseille,0
Top cities for local honey production,Timmins,0
Top cities for local honey production,Charleston (South Carolina),0
Top cities for local honey production,Jackson (Mississippi),0
Top cities for local honey production,Kingston (Jamaica),0
Top cities for local honey production,Trabzon,2
Top cities for local honey production,Georgetown (Guyana),0
Top cities for local honey production,Shanghai,0
Top cities for local honey production,Manila,0
Top cities for local honey production,Trondheim,0
Top cities for local honey production,Tabriz,0
Top cities for local honey production,Fairbanks,0
Top cities for local honey production,Galapagos Islands,0
Top cities for local honey production,Brussels,0
Top cities for local honey production,Brasilia,0
Top cities for local honey production,Providence,0
Top cities for local honey production,Me虂rida (Mexico),0
Top cities for local honey production,San Pedro Sula,0
Top cities for local honey production,Coimbatore,0
Top cities for local honey production,Debrecen,0
Top cities for local honey production,Guangzhou,0
Top cities for local honey production,Aberdeen,0
Top cities for local honey production,Windhoek,0
Top cities for local honey production,Puerto Plata,0
Top cities for local honey production,Regina,1
Top cities for local honey production,Aruba,0
Top cities for local honey production,Port Blair,0
Top cities for local honey production,Santa Rosa (California),0
Top cities for local honey production,Kinshasa,0
Top cities for local honey production,Xi'an,0
Top cities for local honey production,Fayetteville (Arkansas),0
Top cities for local honey production,Xiamen,0
Top cities for local honey production,Taipei,0
Top cities for local honey production,Florianopolis,0
Top cities for local honey production,Saint John,1
Top cities for local honey production,Vaasa,1
Top cities for local honey production,Cozumel,0
Top cities for local honey production,Kunming,0
Top cities for local honey production,Geneva,0
Top cities for local honey production,Miami,0
Top cities for local honey production,Morelia,0
Top cities for local honey production,Riga,0
Top cities for local honey production,Manizales,1
Top cities for local honey production,Genoa,0
Top cities for local honey production,Alicante,0
Top cities for local honey production,Cork,0
Top cities for local honey production,Rarotonga,0
Top cities for local honey production,Jackson (Wyoming),0
Top cities for local honey production,Ias苔i,0
Top cities for local honey production,Porto,0
Top cities for local honey production,Luxembourg (city),0
Top cities for local honey production,Flores (Guatemala),2
Top cities for local honey production,Rapid City,0
Top cities for local honey production,Delhi,0
Top cities for local honey production,Porto Alegre,0
Top cities for local honey production,Stavanger,0
Top cities for local honey production,Red Deer,0
Top cities for local honey production,Palm Springs,0
Top cities for local honey production,Redding,0
Top cities for local honey production,Vadodara,0
Top cities for local honey production,Vientiane,0
Top cities for local honey production,Bermuda,0
Top cities for local honey production,Kerikeri,1
Top cities for local honey production,Grand Rapids,0
Top cities for local honey production,Havana,0
Top cities for local honey production,Peoria (Illinois),0
Top cities for local honey production,Jamnagar,0
Top cities for local honey production,Erbil,0
Top cities for local honey production,Salzburg,0
Top cities for local honey production,Gothenburg,0
Top cities for local honey production,Qingdao,0
Top cities for local honey production,Salinas,1
Top cities for local honey production,Maputo,0
Top cities for local honey production,Kobe,1
Top cities for local honey production,Lethbridge,0
Top cities for local honey production,Dalian,0
Top cities for local honey production,Phnom Penh,0
Top cities for local honey production,A虋lesund,0
Top cities for local honey production,Bujumbura,0
Top cities for local honey production,Split,1
Top cities for local honey production,Shiraz,0
Top cities for local honey production,Moscow,0
